  5.4000000e+002  0.0000000e+000  0.0000000e+000  1.6200000e+002  2.5000000e+000  1.0400000e+003  6.7600000e+002  2.8000000e+001  7.9986111e+001             NaN
  5.4000000e+002  0.0000000e+000  0.0000000e+000  1.6200000e+002  2.5000000e+000  1.0550000e+003  6.7600000e+002  2.8000000e+001  6.1887366e+001             NaN
  3.3250000e+002  1.4250000e+002  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  2.7000000e+002  4.0269535e+001             NaN
  3.3250000e+002  1.4250000e+002  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  3.6500000e+002  4.1052780e+001             NaN
  1.9860000e+002  1.3240000e+002  0.0000000e+000  1.9200000e+002  0.0000000e+000  9.7840000e+002  8.2550000e+002  3.6000000e+002  4.4296075e+001             NaN
  2.6600000e+002  1.1400000e+002  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  6.7000000e+002  9.0000000e+001  4.7029847e+001             NaN
  3.8000000e+002  9.5000000e+001  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  3.6500000e+002  4.3698299e+001             NaN
  3.8000000e+002  9.5000000e+001  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  2.8000000e+001  3.6447770e+001             NaN
  2.6600000e+002  1.1400000e+002  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  6.7000000e+002  2.8000000e+001  4.5854291e+001             NaN
  4.7500000e+002  0.0000000e+000  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  2.8000000e+001  3.9289790e+001             NaN
  1.9860000e+002  1.3240000e+002  0.0000000e+000  1.9200000e+002  0.0000000e+000  9.7840000e+002  8.2550000e+002  9.0000000e+001  3.8074244e+001             NaN
  1.9860000e+002  1.3240000e+002  0.0000000e+000  1.9200000e+002  0.0000000e+000  9.7840000e+002  8.2550000e+002  2.8000000e+001  2.8021684e+001             NaN
  4.2750000e+002  4.7500000e+001  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  2.7000000e+002  4.3012960e+001             NaN
  1.9000000e+002  1.9000000e+002  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  6.7000000e+002  9.0000000e+001  4.2326932e+001             NaN
  3.0400000e+002  7.6000000e+001  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  6.7000000e+002  2.8000000e+001  4.7813782e+001             NaN
  3.8000000e+002  0.0000000e+000  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  6.7000000e+002  9.0000000e+001  5.2908320e+001             NaN
  1.3960000e+002  2.0940000e+002  0.0000000e+000  1.9200000e+002  0.0000000e+000  1.0470000e+003  8.0690000e+002  9.0000000e+001  3.9358048e+001             NaN
  3.4200000e+002  3.8000000e+001  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  6.7000000e+002  3.6500000e+002  5.6141962e+001             NaN
  3.8000000e+002  9.5000000e+001  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  9.0000000e+001  4.0563252e+001             NaN
  4.7500000e+002  0.0000000e+000  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  1.8000000e+002  4.2620648e+001             NaN
  4.2750000e+002  4.7500000e+001  0.0000000e+000  2.2800000e+002  0.0000000e+000  9.3200000e+002  5.9400000e+002  1.8000000e+002  4.1836714e+001             NaN
  1.3960000e+002  2.0940000e+002  0.0000000e+000  1.9200000e+002  0.0000000e+000  1.0470000e+003  8.0690000e+002  2.8000000e+001  2.8237490e+001             NaN
